dummy1|Temperature|2017-09-14 11:45:00|21.9447029549
dummy1|Temperature|2017-09-14 12:00:00|21.8334009055
dummy1|Temperature|2017-09-14 12:15:00|21.9996520785
dummy1|Temperature|2017-09-14 12:30:00|22.0778372926
dummy1|Temperature|2017-09-14 12:45:00|22.0761510788
dummy1|Temperature|2017-09-14 13:00:00|21.9195504137
dummy1|Temperature|2017-09-14 13:15:00|22.0651422277
dummy1|Temperature|2017-09-14 13:30:00|22.0362526254
dummy1|Temperature|2017-09-14 13:45:00|21.9092377261
dummy1|Temperature|2017-09-14 14:00:00|21.8046625971
dummy1|Temperature|2017-09-14 14:15:00|21.6125307363
dummy1|Temperature|2017-09-14 14:30:00|21.4231424772
dummy1|Temperature|2017-09-14 14:45:00|21.3410748328
dummy1|Temperature|2017-09-14 15:00:00|21.5168589965
dummy1|Temperature|2017-09-14 15:15:00|21.3827308079
dummy1|Temperature|2017-09-14 15:30:00|21.2180128056
dummy1|Temperature|2017-09-14 15:45:00|21.1125318024
dummy1|Temperature|2017-09-14 16:00:00|21.2568775339
dummy1|Temperature|2017-09-14 16:15:00|21.137904714
dummy1|Temperature|2017-09-14 16:30:00|20.9964059846
dummy1|Temperature|2017-09-14 16:45:00|20.9902691235
dummy1|Temperature|2017-09-14 17:00:00|20.954380801
dummy1|Temperature|2017-09-14 17:15:00|20.9292825257
dummy1|Temperature|2017-09-14 17:30:00|21.0260279573
dummy1|Temperature|2017-09-14 17:45:00|20.8269514588
dummy1|Temperature|2017-09-14 18:00:00|20.7353209571
dummy1|Temperature|2017-09-14 18:15:00|20.5694209053
dummy1|Temperature|2017-09-14 18:30:00|20.5829576498
dummy1|Temperature|2017-09-14 18:45:00|20.5620537717
dummy1|Temperature|2017-09-14 19:00:00|20.5717334643
dummy1|Temperature|2017-09-14 19:15:00|20.5973396023
dummy1|Temperature|2017-09-14 19:30:00|20.5796103351
dummy1|Temperature|2017-09-14 19:45:00|20.4713996591
dummy1|Temperature|2017-09-14 20:00:00|20.4413509932
dummy1|Temperature|2017-09-14 20:15:00|20.2418187769
dummy1|Temperature|2017-09-14 20:30:00|20.3931022246
dummy1|Temperature|2017-09-14 20:45:00|20.3165724414
dummy1|Temperature|2017-09-14 21:00:00|20.1384500954
dummy1|Temperature|2017-09-14 21:15:00|19.9812710601
dummy1|Temperature|2017-09-14 21:30:00|19.9133237525
dummy1|Temperature|2017-09-14 21:45:00|19.9035347998
dummy1|Temperature|2017-09-14 22:00:00|19.8144833317
